year,tas
1972,14.13514720
1973,14.38040352
1974,15.13675093
1975,15.78064629
1976,13.17051701
1977,13.83736825
1978,14.81860244
1979,14.32343614
1980,14.12065726
1981,15.05610129
1982,15.12482086
1983,13.01315806
1984,13.34435609
1985,15.02128814
1986,15.38912682
1987,14.58424399
1988,14.64140848
1989,15.52606572
1990,15.07515648
1991,14.48711440
1992,13.90563801
1993,13.38499538
1994,14.49302329
1995,14.85979459
1996,15.22283731
1997,13.98548661
1998,15.38895036
1999,15.74762686
2000,14.11745262
2001,14.75916481
2002,14.62845593
2003,14.13987425
2004,14.65565019
2005,14.28481704
2006,15.21901654
2007,13.90833431
2008,15.32509222
2009,14.73941136
2010,14.76884697
2011,15.44915223
2012,14.38320672
2013,15.09378994
2014,14.32537829
2015,15.16875699
2016,15.46951160
2017,14.05444672
2018,16.56569757
2019,15.63677859
2020,15.09763557
2021,14.67916725
2022,15.70344172
2023,15.57752050
2024,15.39491804
2025,15.33327709
