year,sfcWind
1997,3.87962242
1998,4.71584872
1999,4.07619964
2000,3.65231443
2001,3.77574054
2002,3.31212291
2003,3.75337960
2004,4.05175684
2005,3.77888453
2006,4.56569039
2007,3.73756875
2008,3.69590297
2009,3.96809497
2010,3.97487386
2011,3.86898135
2012,3.77075865
2013,3.83713390
2014,4.24994167
2015,3.34855225
2016,3.29189382
2017,4.64119911
2018,2.92938226
2019,3.73854149
2020,3.28263156
2021,3.34183094
2022,2.95771300
2023,2.92843982
2024,3.72488674
