year,pr
1961,1234.28910287
1962,1219.93565054
1963,1312.81972757
1964,1190.63386566
1965,1290.85138563
1966,1101.91507750
1967,1443.47083138
1968,1517.62653828
1969,1050.09765148
1970,1360.72775951
1971,1108.06322217
1972,1315.58844528
1973,1067.92113668
1974,1282.16406764
1975,1538.34678253
1976,1170.22869892
1977,1138.31813058
1978,1462.84175669
1979,1529.05049319
1980,1517.40756224
1981,1257.99013621
1982,1277.57806482
1983,1578.59844998
1984,1358.88680132
1985,1120.57369657
1986,1404.21319868
1987,1376.12733678
1988,1382.50925317
1989,1207.44603100
1990,1257.95448567
1991,1268.62522311
1992,1153.51573509
1993,1251.45659934
1994,1541.16895256
1995,1586.92747769
1996,1363.11606388
1997,1214.36585251
1998,1307.13034288
1999,1256.23419446
2000,1498.97923908
2001,1048.15650540
2002,1331.40352278
2003,1175.80760921
2004,1422.52259277
2005,1041.15077501
2006,1447.69224988
2007,1101.31775481
2008,1398.37172381
2009,1332.47012682
2010,1459.37923908
2011,1243.26200094
2012,1229.66195397
2013,1365.72898074
2014,1308.69098168
2015,1093.04922499
2016,1325.49887271
2017,1185.65425082
2018,1406.73203382
2019,1419.51925787
2020,1142.01639267
2021,1481.79722875
2022,1448.34842649
2023,1271.45706905
2024,1267.86350399
