year,tas
1972,3.10679893
1973,3.98367404
1974,3.97880996
1975,3.69328487
1976,3.69081448
1977,4.19121045
1978,4.12350810
1979,4.33376936
1980,3.81535060
1981,3.99591046
1982,3.64854555
1983,3.87354372
1984,5.43849453
1985,4.72674335
1986,3.83884039
1987,5.05366042
1988,4.77907097
1989,4.39770815
1990,4.61565641
1991,3.83511506
1992,3.34805517
1993,4.40974289
1994,3.73959447
1995,3.32992161
1996,3.69202918
1997,4.19764129
1998,5.15929357
1999,5.10620051
2000,5.31841763
2001,4.23197600
2002,5.04198666
2003,4.94432862
2004,3.94283965
2005,5.04963630
2006,4.04214886
2007,4.18020919
2008,4.41333825
2009,4.18094944
2010,5.04298730
2011,4.77079410
2012,4.92782823
2013,5.54700433
2014,5.03592411
2015,4.31315731
2016,4.92632742
2017,5.10413474
2018,5.13466199
2019,4.72120679
2020,5.68328395
2021,5.79294072
2022,5.51071193
2023,4.99905522
2024,5.48340037
