year,tas
1972,11.16501900
1973,10.90245467
1974,11.31860703
1975,11.36224625
1976,10.84146593
1977,10.54353131
1978,13.10436675
1979,10.62304572
1980,10.44477562
1981,11.90627288
1982,9.42236983
1983,10.31845256
1984,10.77978810
1985,11.00170655
1986,11.75859992
1987,10.80626824
1988,9.75465814
1989,11.09911989
1990,11.45443608
1991,9.93059539
1992,8.78726104
1993,9.60757970
1994,11.05585487
1995,12.01744554
1996,11.46966655
1997,9.98447423
1998,11.26294854
1999,10.93990210
2000,11.26760842
2001,11.07600035
2002,10.73143562
2003,10.46517376
2004,9.72206292
2005,10.22735677
2006,12.10530720
2007,10.56907899
2008,11.05093711
2009,10.79401923
2010,11.74511937
2011,10.57262843
2012,11.36000928
2013,11.60807487
2014,11.90032431
2015,11.42575595
2016,11.75316596
2017,11.70505990
2018,10.67188060
2019,10.49080208
2020,10.95381806
2021,11.46022829
2022,11.85204203
2023,11.82722478
2024,11.27791010
