year,pr
1961,122.11373249
1962,160.01997215
1963,165.46116961
1964,186.27080324
1965,156.06009051
1966,105.09733705
1967,239.25399008
1968,172.62112088
1969,120.96397180
1970,249.30854582
1971,181.02774345
1972,119.47403185
1973,180.24793317
1974,104.76029936
1975,208.08564094
1976,137.42047689
1977,109.00471673
1978,176.79968671
1979,150.93375685
1980,214.88621530
1981,113.38922635
1982,122.60522148
1983,111.30545644
1984,151.64594030
1985,131.77165608
1986,141.67517187
1987,114.62729092
1988,180.10352450
1989,135.09248107
1990,216.31046906
1991,257.21024280
1992,234.15666174
1993,95.51176573
1994,169.34262466
1995,157.64731529
1996,149.75446871
1997,175.61440258
1998,138.30411626
1999,121.59698895
2000,140.50995562
2001,151.48691150
2002,149.20447307
2003,127.19684101
2004,183.71393264
2005,100.64049256
2006,143.49795492
2007,139.83780350
2008,169.72875294
2009,211.82449743
2010,205.23738578
2011,74.66381516
2012,128.16364111
2013,129.97756505
2014,136.87605082
2015,159.56103037
2016,100.13294752
2017,155.14058829
2018,118.86735706
2019,146.13281699
2020,124.63104168
2021,156.85280654
2022,205.17202158
2023,86.31848403
2024,182.04138021
