year,tas
1972,13.08541872
1973,12.32065486
1974,10.79317414
1975,13.12754208
1976,12.24698935
1977,12.24405976
1978,13.40225003
1979,11.90151290
1980,10.59466053
1981,12.73625813
1982,12.73931954
1983,11.91312974
1984,12.69640222
1985,11.79819543
1986,11.93487174
1987,10.84661207
1988,11.18065804
1989,12.77242534
1990,12.84541054
1991,12.21581388
1992,10.85344172
1993,10.42413294
1994,10.74072562
1995,12.21064486
1996,10.62901635
1997,10.48288686
1998,13.51071153
1999,13.80016743
2000,11.77811785
2001,12.31461234
2002,12.29613782
2003,13.08890968
2004,11.58893014
2005,11.91940787
2006,9.89250519
2007,13.50271140
2008,12.87847316
2009,11.79101653
2010,12.72431628
2011,11.89080744
2012,10.47925953
2013,13.29286353
2014,11.67269883
2015,12.40895317
2016,13.01452749
2017,12.03612782
2018,12.70324323
2019,14.06215852
2020,11.02939363
2021,12.50223867
2022,12.85497356
2023,11.47079804
2024,10.73169139
