year,tas
1972,9.94343042
1973,11.83056634
1974,11.45118123
1975,10.18827670
1976,10.04417476
1977,11.15431230
1978,11.14677184
1979,12.24546926
1980,11.02827670
1981,12.16068770
1982,9.80618932
1983,11.12809061
1984,11.54405340
1985,11.95799353
1986,10.97722492
1987,11.30894822
1988,11.86250000
1989,11.56044498
1990,10.80955502
1991,11.01509709
1992,10.31352751
1993,12.27532362
1994,10.82749191
1995,11.73390777
1996,10.74607605
1997,10.81403722
1998,13.38271036
1999,12.11000809
2000,12.35398867
2001,11.28400485
2002,13.55855987
2003,13.19271036
2004,12.41385113
2005,11.75567152
2006,9.68135922
2007,11.75085761
2008,12.10356796
2009,9.89677184
2010,11.79098706
2011,12.90402104
2012,11.12134304
2013,11.85892395
2014,12.93212783
2015,12.12503236
2016,12.41050162
2017,11.71199029
2018,11.40543689
2019,11.32592233
2020,12.94547735
2021,13.10076861
2022,12.98411003
2023,12.12608414
2024,13.19736246
