year,tas
1972,16.06298544
1973,15.63078479
1974,16.37206311
1975,15.88165858
1976,15.96278317
1977,15.58692557
1978,17.07762945
1979,15.44119741
1980,14.26352751
1981,16.31596278
1982,14.08590615
1983,15.61372977
1984,15.10475728
1985,15.62962783
1986,15.84277508
1987,15.53964401
1988,15.11841424
1989,15.85820388
1990,16.69258091
1991,15.18648867
1992,13.05610032
1993,14.68939320
1994,15.75522654
1995,17.89483010
1996,16.86230583
1997,15.02409385
1998,17.22017799
1999,16.85220874
2000,16.51028317
2001,16.31219256
2002,15.58202265
2003,16.27569579
2004,14.78300162
2005,15.95341424
2006,17.05273463
2007,15.28382686
2008,16.22728155
2009,15.58483819
2010,15.92823625
2011,16.00424757
2012,16.22268608
2013,16.99042071
2014,17.22132686
2015,16.61814725
2016,16.64384304
2017,17.13814725
2018,16.47080906
2019,15.31973301
2020,15.89086570
2021,16.70673948
2022,17.35046117
2023,17.30994337
2024,16.13389159
