year,pr
1961,97.19835616
1962,196.41972603
1963,78.80109589
1964,67.53698630
1965,78.07315068
1966,190.83260274
1967,122.41890411
1968,274.46273973
1969,153.49260274
1970,65.67890411
1971,68.57287671
1972,116.81260274
1973,79.18054795
1974,322.04547945
1975,97.61041096
1976,76.99150685
1977,172.39671233
1978,204.66849315
1979,83.72739726
1980,191.60931507
1981,98.69589041
1982,91.23506849
1983,148.39068493
1984,43.70520548
1985,57.69589041
1986,52.77561644
1987,179.01945205
1988,62.71863014
1989,82.52054795
1990,110.37123288
1991,292.86931507
1992,85.49013699
1993,123.30657534
1994,53.68438356
1995,246.01972603
1996,140.32520548
1997,121.79917808
1998,67.69780822
1999,105.87698630
2000,137.94630137
2001,39.33123288
2002,80.13178082
2003,58.87561644
2004,89.37671233
2005,77.38273973
2006,130.61178082
2007,82.50273973
2008,164.86986301
2009,106.23671233
2010,52.82575342
2011,206.68493151
2012,74.61753425
2013,113.60054795
2014,262.96547945
2015,176.49698630
2016,65.12328767
2017,275.46958904
2018,156.71095890
2019,169.33698630
2020,34.23232877
2021,37.70328767
2022,42.02821918
2023,162.38219178
2024,67.77890411
