year,pr
1961,43.59452055
1962,104.93561644
1963,79.32219178
1964,107.12493151
1965,95.57972603
1966,320.53369863
1967,152.97753425
1968,159.53260274
1969,120.97068493
1970,54.54027397
1971,86.66520548
1972,70.80273973
1973,79.92410959
1974,61.36109589
1975,99.91123288
1976,215.23479452
1977,116.28082192
1978,119.09095890
1979,180.28958904
1980,154.33232877
1981,101.85041096
1982,201.15205479
1983,151.36547945
1984,90.61808219
1985,170.55013699
1986,42.37506849
1987,132.22027397
1988,71.80493151
1989,91.40684932
1990,62.79150685
1991,155.99890411
1992,131.36986301
1993,108.78958904
1994,41.90630137
1995,89.61561644
1996,131.10849315
1997,95.23863014
1998,69.01150685
1999,84.83041096
2000,100.92054795
2001,240.71095890
2002,131.75890411
2003,91.91616438
2004,221.53561644
2005,104.53013699
2006,119.65315068
2007,94.80410959
2008,139.99287671
2009,99.10027397
2010,111.04630137
2011,170.56219178
2012,121.52493151
2013,70.79835616
2014,115.01506849
2015,58.96712329
2016,95.89671233
2017,61.28027397
2018,164.87616438
2019,149.75972603
2020,101.33287671
2021,270.30520548
2022,126.67479452
2023,89.54164384
2024,161.44821918
