year,tas
1972,5.11923090
1973,4.31420284
1974,5.53130557
1975,4.37943973
1976,4.71422965
1977,5.16537276
1978,5.41529458
1979,5.51560660
1980,4.56546975
1981,5.03269810
1982,3.95631125
1983,4.25475014
1984,5.79115563
1985,5.90717532
1986,4.33773388
1987,5.07559787
1988,6.10113300
1989,4.39012832
1990,5.42888039
1991,4.14311916
1992,5.28595310
1993,5.40363398
1994,4.79674444
1995,3.70154609
1996,4.53570957
1997,4.64604164
1998,6.81439107
1999,5.62876810
2000,6.44486639
2001,4.00314510
2002,5.50915204
2003,4.65088709
2004,4.52016894
2005,6.36326915
2006,5.40447643
2007,5.27786950
2008,5.34058211
2009,4.56002454
2010,5.03030562
2011,5.12223170
2012,5.65374473
2013,6.51991194
2014,5.32811752
2015,4.97584674
2016,5.75148952
2017,5.03442568
2018,6.14674781
2019,6.74460644
2020,5.75389505
2021,6.03187768
2022,6.24676521
2023,6.33857339
2024,5.87569107
