year,pr
1961,362.27115044
1962,273.32353982
1963,140.65008850
1964,315.31097345
1965,315.72929204
1966,473.94486726
1967,683.47575221
1968,334.89433628
1969,462.76982301
1970,318.49920354
1971,195.55017699
1972,445.23601770
1973,526.53292035
1974,634.87601770
1975,684.23982301
1976,259.22353982
1977,368.90769912
1978,331.72159292
1979,420.74911504
1980,259.95274336
1981,477.10884956
1982,182.72938053
1983,494.83185841
1984,315.30159292
1985,365.86592920
1986,447.56035398
1987,405.91380531
1988,181.48088496
1989,257.75460177
1990,527.06831858
1991,498.46938053
1992,134.04256637
1993,233.03115044
1994,319.23867257
1995,467.39300885
1996,657.45097345
1997,445.22371681
1998,423.58539823
1999,380.13115044
2000,499.17380531
2001,171.03539823
2002,207.41840708
2003,118.31061947
2004,156.39955752
2005,160.83168142
2006,654.20699115
2007,171.85823009
2008,325.37734513
2009,717.17398230
2010,586.33991150
2011,307.71672566
2012,233.00840708
2013,331.72008850
2014,458.97106195
2015,558.59026549
2016,280.46929204
2017,332.18840708
2018,464.16469027
2019,355.84495575
2020,413.30991150
2021,368.69070796
2022,345.78044248
2023,463.14115044
2024,513.91707965
