year,pr
1961,113.89544387
1962,62.70187882
1963,134.82470643
1964,32.80230155
1965,67.00549554
1966,121.30399248
1967,72.49055895
1968,123.32916862
1969,54.59187412
1970,55.46449037
1971,46.06322217
1972,32.77355566
1973,26.85810240
1974,140.20122123
1975,123.48341945
1976,70.52508220
1977,76.34509159
1978,36.36237670
1979,99.28595585
1980,97.50972287
1981,67.50145608
1982,75.89934241
1983,28.70854861
1984,95.66416158
1985,51.42010333
1986,152.45565993
1987,125.09793330
1988,126.81906999
1989,71.40699859
1990,57.27407233
1991,109.02019728
1992,89.81705026
1993,68.03085956
1994,70.95392203
1995,64.70699859
1996,115.23236261
1997,120.29135744
1998,91.37862846
1999,71.64739314
2000,59.99112259
2001,30.52010333
2002,69.36655707
2003,73.35612964
2004,164.96496008
2005,94.52710193
2006,69.70126820
2007,29.90953499
2008,142.85852513
2009,168.03790512
2010,54.90267731
2011,121.58201033
2012,106.84875528
2013,43.04485674
2014,45.08393612
2015,55.38041334
2016,73.51028652
2017,57.05894786
2018,216.91662752
2019,68.00164396
2020,118.21413809
2021,43.83358384
2022,242.30911226
2023,109.86796618
2024,66.19567872
