year,sfcWind
1997,3.47701684
1998,4.28867828
1999,3.64011133
2000,3.55962318
2001,3.44010277
2002,3.08268341
2003,3.38559520
2004,3.57407080
2005,3.43308307
2006,3.84005709
2007,3.34770482
2008,3.13127890
2009,3.52521267
2010,3.66686840
2011,3.54753925
2012,3.35105909
2013,3.32807593
2014,3.63914359
2015,2.72196403
2016,2.83144162
2017,3.87972309
2018,2.70831287
2019,3.21284328
2020,2.75170996
2021,2.89049957
2022,2.61214388
2023,2.67694833
2024,3.09852127
