year,pr
1961,49.96277884
1962,81.86073932
1963,95.61905672
1964,91.43562779
1965,30.89247929
1966,44.26201402
1967,101.63212237
1968,79.88196303
1969,72.73237731
1970,118.97323136
1971,76.56449968
1972,59.53492670
1973,89.67246654
1974,28.69043977
1975,96.25137030
1976,61.40541746
1977,19.01434034
1978,127.61606119
1979,59.43989802
1980,152.58750797
1981,30.01835564
1982,102.65417463
1983,58.94831103
1984,79.56029318
1985,75.53390695
1986,52.18935628
1987,45.95436584
1988,84.45729764
1989,33.00828553
1990,77.35334608
1991,174.83123008
1992,121.34359465
1993,53.76309751
1994,83.85194391
1995,82.06819630
1996,54.52205226
1997,106.95092416
1998,63.29929892
1999,49.45583174
2000,77.50554493
2001,69.65697897
2002,95.64824729
2003,61.46615679
2004,114.50905035
2005,62.69126832
2006,60.15430210
2007,60.84410453
2008,47.83632887
2009,115.74920331
2010,93.49490121
2011,46.14646272
2012,47.10573614
2013,46.96902486
2014,68.62103250
2015,71.33556405
2016,37.29649458
2017,58.87374124
2018,36.89547482
2019,66.47807521
2020,58.72339069
2021,84.61306565
2022,106.72549395
2023,44.35991077
2024,79.93760357
