year,tas
1972,12.55941748
1973,12.89966828
1974,12.61283981
1975,12.49207120
1976,11.55775890
1977,10.08907767
1978,11.91917476
1979,12.18874595
1980,12.67404531
1981,11.79894822
1982,11.71147249
1983,12.74870550
1984,11.85071197
1985,12.78732201
1986,12.05334142
1987,12.44237055
1988,13.50316343
1989,13.49652104
1990,10.97703883
1991,12.64427994
1992,11.21463592
1993,10.81428803
1994,11.69228964
1995,12.23330906
1996,13.37283172
1997,12.24616505
1998,13.48474110
1999,13.00542880
2000,12.67417476
2001,12.85453883
2002,12.96813107
2003,13.26071197
2004,11.72019417
2005,13.39968447
2006,12.96386731
2007,12.59970874
2008,12.69683657
2009,12.64669903
2010,13.07257282
2011,11.51149676
2012,12.74712783
2013,13.14175566
2014,13.04501618
2015,12.22418285
2016,13.35589806
2017,13.00182039
2018,12.55211974
2019,12.70398867
2020,12.67862460
2021,12.82205502
2022,12.86852751
2023,13.50190129
2024,13.16834951
