year,sfcWind
1997,6.97209015
1998,5.56532037
1999,4.80113124
2000,5.59574901
2001,5.17220504
2002,5.55088820
2003,6.04798939
2004,5.59789660
2005,4.85632346
2006,5.40529386
2007,4.17782589
2008,4.65488290
2009,5.31795846
2010,4.92426867
2011,3.48915599
2012,4.67257623
2013,4.40407424
2014,4.28859920
2015,4.50082192
2016,4.81475917
2017,4.62528502
2018,3.98133451
2019,5.24570924
2020,5.00764472
2021,4.50976580
2022,3.65420239
2023,4.66078657
2024,5.17460893
