year,pr
1961,122.62826560
1962,203.38488382
1963,186.28350013
1964,164.26022104
1965,139.83450526
1966,101.15687059
1967,123.82910974
1968,207.99752850
1969,129.85357236
1970,119.69679749
1971,192.48298669
1972,193.69120181
1973,185.67586807
1974,130.58509268
1975,215.40861544
1976,147.67217823
1977,149.44191106
1978,164.34077974
1979,198.70729266
1980,124.82630755
1981,127.95152728
1982,201.38638065
1983,212.06726133
1984,124.51163519
1985,113.17492820
1986,148.59492646
1987,157.42463667
1988,178.27820903
1989,138.53792533
1990,205.10857193
1991,81.40372465
1992,103.96227482
1993,167.05503437
1994,196.18347402
1995,169.33580193
1996,160.18845183
1997,113.64325124
1998,130.33386128
1999,173.40160125
2000,206.19912105
2001,174.02330520
2002,121.09486555
2003,172.89057523
2004,194.32260900
2005,182.41968497
2006,146.68159429
2007,138.63040641
2008,87.53209468
2009,194.78293447
2010,174.72448873
2011,216.73728135
2012,117.44993473
2013,149.45786268
2014,189.96729614
2015,183.06212688
2016,261.80192324
2017,131.57243930
2018,156.51588199
2019,190.23842137
2020,131.34309460
2021,175.75239753
2022,160.31196589
2023,258.42764772
2024,81.62367070
