year,pr
1961,89.67571630
1962,126.90563645
1963,78.01047440
1964,149.43705965
1965,175.80746829
1966,127.43621419
1967,138.95725693
1968,91.49619540
1969,83.44899014
1970,130.63738845
1971,74.57905120
1972,89.79600752
1973,55.34438704
1974,44.59563175
1975,139.52306247
1976,122.30742132
1977,154.07745420
1978,79.11085016
1979,86.22705496
1980,182.72033819
1981,47.35509629
1982,131.02531705
1983,148.16294035
1984,115.91343354
1985,126.34518553
1986,95.90685768
1987,118.22170033
1988,79.08882104
1989,105.29943636
1990,87.25937060
1991,156.00220761
1992,58.06369187
1993,132.94532644
1994,214.08482856
1995,105.08327853
1996,62.17707844
1997,83.13781118
1998,66.05650540
1999,71.73250352
2000,157.29398779
2001,62.26970409
2002,214.33997182
2003,91.02996712
2004,139.43757633
2005,69.15439173
2006,128.30573039
2007,83.04030061
2008,63.30831376
2009,58.55843119
2010,162.81747299
2011,124.19257868
2012,102.43461719
2013,177.15364021
2014,127.74495068
2015,37.24128699
2016,163.07364960
2017,169.93626116
2018,141.94236731
2019,96.46585251
2020,38.22512917
2021,130.97026773
2022,37.95401597
2023,58.04781588
2024,112.97036167
