year,pr
1961,131.77945205
1962,213.02301370
1963,93.29452055
1964,104.73095890
1965,78.10438356
1966,136.39917808
1967,88.89260274
1968,74.34493151
1969,101.73534247
1970,61.56328767
1971,166.80520548
1972,85.09424658
1973,45.80684932
1974,55.13424658
1975,126.05698630
1976,173.48712329
1977,114.17917808
1978,15.68301370
1979,57.48821918
1980,172.57123288
1981,28.59041096
1982,59.03452055
1983,40.82931507
1984,58.82219178
1985,127.04438356
1986,143.68958904
1987,60.62109589
1988,32.93260274
1989,87.30383562
1990,113.79260274
1991,162.36328767
1992,88.99835616
1993,70.90301370
1994,70.03917808
1995,111.50575342
1996,73.92219178
1997,88.46273973
1998,72.14465753
1999,117.12438356
2000,148.77150685
2001,48.05041096
2002,113.20712329
2003,67.48986301
2004,176.05041096
2005,115.21616438
2006,82.27972603
2007,80.74246575
2008,54.50054795
2009,33.01342466
2010,186.58794521
2011,127.44876712
2012,130.94821918
2013,90.06301370
2014,138.26931507
2015,13.65342466
2016,112.89972603
2017,101.01780822
2018,117.56301370
2019,41.73424658
2020,26.10383562
2021,39.31068493
2022,20.17260274
2023,198.94410959
2024,38.94328767
