year,tas
1972,8.63732419
1973,7.83115713
1974,8.36526208
1975,7.29120493
1976,6.55963576
1977,6.81222413
1978,7.58780012
1979,7.95880536
1980,7.66008312
1981,8.00732758
1982,7.06955999
1983,7.71144004
1984,7.97700260
1985,7.98723794
1986,8.07265252
1987,7.95924442
1988,8.76464984
1989,8.64815124
1990,7.72771362
1991,7.20655218
1992,7.28786224
1993,7.30390995
1994,6.65261084
1995,7.16853795
1996,7.79610048
1997,7.27556858
1998,8.12102781
1999,8.26167914
2000,7.33172374
2001,8.77373274
2002,7.46435821
2003,6.92596869
2004,7.64921594
2005,8.32529524
2006,7.93416522
2007,7.49106718
2008,8.11457225
2009,7.52833829
2010,8.70401302
2011,7.60482460
2012,7.36404433
2013,8.21562517
2014,7.27439877
2015,7.54348399
2016,8.31581015
2017,9.01406407
2018,7.77591608
2019,7.95454511
2020,8.28470259
2021,8.51885796
2022,8.20237152
2023,8.20318745
2024,8.02787144
