year,tas
1972,9.39188835
1973,8.93191991
1974,8.54544348
1975,7.75913447
1976,6.54090554
1977,7.19019084
1978,8.08628553
1979,8.36332778
1980,8.49387662
1981,8.34993957
1982,7.85833518
1983,8.14784487
1984,8.69731457
1985,8.06360007
1986,8.33520420
1987,8.54312745
1988,9.82306402
1989,9.16988486
1990,8.34226352
1991,7.80156177
1992,7.49944390
1993,7.68567855
1994,7.40103808
1995,7.74341874
1996,8.63469039
1997,8.16666791
1998,8.64400507
1999,8.88687861
2000,7.75912869
2001,9.01510424
2002,7.94805631
2003,7.59116301
2004,8.32968292
2005,8.53171845
2006,8.58721588
2007,8.17234998
2008,8.89346295
2009,7.87342780
2010,9.26701122
2011,7.99639723
2012,7.75740935
2013,8.78242740
2014,8.07794421
2015,8.13353547
2016,8.58705351
2017,9.14758994
2018,8.26537428
2019,8.58082955
2020,8.87119178
2021,8.93180451
2022,8.49158602
2023,8.70817317
2024,8.74739555
