year,tas
1972,11.82007280
1973,10.62898387
1974,11.59318225
1975,9.15216612
1976,8.28245499
1977,9.56600830
1978,10.50559418
1979,10.90854235
1980,8.57513856
1981,10.57277047
1982,11.13799749
1983,10.05864882
1984,11.70419524
1985,10.11659073
1986,10.76814702
1987,10.59110928
1988,11.93378503
1989,11.22153906
1990,10.41567011
1991,8.55015735
1992,11.09085095
1993,8.33942618
1994,9.96288085
1995,9.75032096
1996,8.84039455
1997,10.36957257
1998,9.98915845
1999,10.09981525
2000,8.12811962
2001,10.22276108
2002,9.51706748
2003,9.47505871
2004,11.09991076
2005,10.50021137
2006,9.62687490
2007,10.23118209
2008,11.08700094
2009,10.42505088
2010,12.60525207
2011,10.01701503
2012,8.89583999
2013,11.08317833
2014,9.30909425
2015,10.02126116
2016,10.19888132
2017,11.59476750
2018,9.83692109
2019,12.24168232
2020,10.76350321
2021,11.22428683
2022,11.34548223
2023,10.17711915
2024,10.94477063
