year,tas
1972,10.39343120
1973,12.45405333
1974,13.97255803
1975,10.46949876
1976,11.83092169
1977,11.08087954
1978,11.76766586
1979,10.92704414
1980,12.51877506
1981,13.09281235
1982,9.99095993
1983,10.27311211
1984,11.96322704
1985,12.81011534
1986,12.74685438
1987,11.31266268
1988,13.85933202
1989,11.63232180
1990,12.19767162
1991,11.48400769
1992,11.15598799
1993,10.90592529
1994,11.85750015
1995,12.20125619
1996,10.89081910
1997,10.76426325
1998,12.36355908
1999,11.23116635
2000,12.77010835
2001,12.62291988
2002,12.04897716
2003,12.53037789
2004,8.92879685
2005,14.50379531
2006,9.82779662
2007,12.69650897
2008,11.63133391
2009,11.56141060
2010,13.24700857
2011,13.43563807
2012,12.64605769
2013,12.06477004
2014,12.99060630
2015,12.42821810
2016,11.71355702
2017,14.64953227
2018,13.20648348
2019,11.07962849
2020,11.80028886
2021,12.77422953
2022,12.71535907
2023,13.23735583
2024,13.56242316
