year,sfcWind
1997,3.71346696
1998,3.84527091
1999,3.63255559
2000,3.11738177
2001,3.13139681
2002,3.63336987
2003,3.71155653
2004,3.22408393
2005,2.69735359
2006,3.61050736
2007,3.76954275
2008,3.16201065
2009,3.35804886
2010,3.65761040
2011,3.06589414
2012,3.83872534
2013,3.07640150
2014,3.28562480
2015,3.24635139
2016,3.51078923
2017,3.33883495
2018,3.68601629
2019,2.93537426
2020,3.48296273
2021,3.44735359
2022,4.05317883
2023,3.10585656
2024,3.74162230
