year,tas
1972,12.88611912
1973,13.43015940
1974,13.64683668
1975,14.48686956
1976,11.81024416
1977,12.38301072
1978,13.82765301
1979,13.28897257
1980,12.69382931
1981,13.92811885
1982,14.30018451
1983,11.90573433
1984,11.91784053
1985,13.85835331
1986,13.93426380
1987,13.66891366
1988,13.43132097
1989,14.64195562
1990,14.18751287
1991,13.42129386
1992,12.82643305
1993,12.07690190
1994,13.22638834
1995,13.75145040
1996,13.93029645
1997,12.78575588
1998,14.56479669
1999,14.58328875
2000,12.68507406
2001,13.59863246
2002,12.97529680
2003,13.03449537
2004,13.47909892
2005,13.17998588
2006,13.91757401
2007,12.42748969
2008,14.17412133
2009,13.50403716
2010,13.50804876
2011,13.96864528
2012,12.92192028
2013,14.06295297
2014,13.21910226
2015,14.04210923
2016,14.05781791
2017,12.82068845
2018,15.06597048
2019,14.38180363
2020,13.97486990
2021,13.45003803
2022,13.72879946
2023,13.96940606
2024,14.19816535
2025,13.98325959
