year,pr
1961,1227.09238938
1962,1428.45646018
1963,1087.08008850
1964,1316.02513274
1965,1441.45902655
1966,998.36761062
1967,1439.39716814
1968,1939.97734513
1969,1301.83592920
1970,1785.82495575
1971,1564.70725664
1972,1764.41327434
1973,1378.43938053
1974,1034.94513274
1975,1149.83168142
1976,722.55646018
1977,1148.44415929
1978,1164.09920354
1979,1430.32097345
1980,1688.20451327
1981,1425.09699115
1982,1300.59159292
1983,1568.26336283
1984,1478.81849558
1985,945.41469027
1986,956.46238938
1987,1449.52327434
1988,2304.70920354
1989,1013.24380531
1990,1035.39035398
1991,1108.49230088
1992,866.33592920
1993,1094.81716814
1994,1756.97858407
1995,1628.05876106
1996,1873.00769912
1997,1290.96221239
1998,1590.56849558
1999,1587.42628319
2000,1380.25371681
2001,1186.48584071
2002,1521.96920354
2003,1396.86699115
2004,1277.16061947
2005,986.55796460
2006,1708.96353982
2007,1323.21690265
2008,1736.61964602
2009,873.00247788
2010,1152.59168142
2011,1094.24946903
2012,1421.29920354
2013,1519.20955752
2014,1391.35566372
2015,1112.13982301
2016,1270.17486726
2017,886.49044248
2018,892.25876106
2019,1440.57353982
2020,1612.56619469
2021,1369.94115044
2022,1214.19849558
2023,1136.89044248
2024,1619.05601770
