year,tas
1972,14.57705382
1973,14.95676845
1974,15.16276326
1975,14.89905061
1976,14.07123156
1977,13.84258565
1978,14.63396306
1979,14.73374090
1980,14.20045651
1981,14.92637765
1982,14.04972575
1983,14.24301451
1984,14.74521244
1985,14.69960019
1986,14.64105063
1987,14.67079428
1988,15.21414853
1989,14.97298160
1990,15.11162164
1991,14.36335586
1992,13.96358243
1993,14.07597107
1994,14.65247687
1995,15.11139814
1996,14.93508923
1997,14.68599617
1998,16.32919105
1999,15.72605180
2000,15.29195161
2001,15.35281216
2002,15.00876945
2003,15.08042142
2004,14.37924159
2005,15.44162654
2006,14.60828510
2007,15.02133771
2008,15.00920560
2009,14.45871413
2010,15.16933992
2011,15.18604056
2012,14.71552710
2013,15.43454440
2014,15.04073192
2015,15.17128342
2016,15.71214630
2017,15.48928979
2018,15.49834177
2019,15.48903710
2020,15.50382252
2021,15.91183410
2022,16.24998564
2023,15.51738755
2024,15.40243519
