year,tas
1972,1.98322334
1973,1.13591151
1974,2.45713008
1975,1.77283456
1976,2.18330661
1977,2.26377598
1978,2.88233311
1979,3.00026111
1980,1.60000411
1981,2.06098810
1982,0.69046753
1983,1.37303707
1984,2.37076317
1985,2.68255412
1986,1.94980982
1987,2.28184996
1988,3.21453874
1989,1.64689344
1990,2.00334608
1991,0.12549909
1992,1.89820206
1993,2.61813462
1994,1.91464668
1995,-0.51095109
1996,0.50252986
1997,1.65439873
1998,2.95984498
1999,2.56649808
2000,2.42708629
2001,0.89932976
2002,2.02092559
2003,1.97190937
2004,1.21199346
2005,3.46343058
2006,2.48490820
2007,1.10666235
2008,2.14638562
2009,1.39336232
2010,1.88795822
2011,1.85316104
2012,2.32023582
2013,4.19872941
2014,2.53253973
2015,2.22569029
2016,2.71687124
2017,1.74700960
2018,3.57684883
2019,3.73960299
2020,2.45074529
2021,2.97517219
2022,2.49002447
2023,3.64232509
2024,2.63213676
