year,sfcWind
1997,3.41900521
1998,3.49600803
1999,3.38726710
2000,3.19871897
2001,3.05220335
2002,3.53027516
2003,3.20428990
2004,2.96593685
2005,3.82683715
2006,3.31461306
2007,3.21391433
2008,3.29696611
2009,3.30286435
2010,2.93273206
2011,3.43712814
2012,3.14992523
2013,3.09930721
2014,3.25371880
2015,3.56813236
2016,3.18383624
2017,2.86158293
2018,2.90188660
2019,3.28606653
2020,3.13871683
2021,3.05428965
2022,3.30780704
2023,3.20943294
2024,3.06624860
