year,tas
1972,10.67886784
1973,9.84195897
1974,11.45158941
1975,9.76695897
1976,10.05519104
1977,10.71142343
1978,10.37492953
1979,10.14213122
1980,10.05488569
1981,10.01057000
1982,9.31343564
1983,8.67786564
1984,11.05862825
1985,11.69071406
1986,9.64793298
1987,10.59264798
1988,11.46831350
1989,9.60884748
1990,11.18570310
1991,10.10890229
1992,11.04258534
1993,9.99877075
1994,10.25349984
1995,10.33755089
1996,10.90955997
1997,10.22444410
1998,13.38766834
1999,11.46591763
2000,12.59718916
2001,10.04674288
2002,11.06915910
2003,10.16691982
2004,10.35039148
2005,11.78728469
2006,9.95583307
2007,11.30831506
2008,10.93793454
2009,10.07475728
2010,10.28599280
2011,11.20624021
2012,10.81084403
2013,10.80271688
2014,10.49727529
2015,10.36213592
2016,11.39689164
2017,10.66661447
2018,10.77271375
2019,11.60383652
2020,11.39625744
2021,11.22945506
2022,12.66886940
2023,11.84856718
2024,11.23906984
