year,sfcWind
1997,3.49912471
1998,4.61776078
1999,3.67004886
2000,4.04996388
2001,3.48536435
2002,4.56025494
2003,4.19119184
2004,3.91962609
2005,3.51417676
2006,4.21702358
2007,3.36827066
2008,3.96555768
2009,3.92044402
2010,4.71351179
2011,3.78033355
2012,3.93096877
2013,3.67124920
2014,3.37916720
2015,3.75326322
2016,3.15929892
2017,3.52888039
2018,3.28016359
2019,3.74628213
2020,4.21911621
2021,3.92168685
2022,3.09066284
2023,4.21587848
2024,4.09854047
