year,tas
1972,12.35261035
1973,11.93185084
1974,11.67822365
1975,10.80005028
1976,9.97400020
1977,10.00816247
1978,10.75431212
1979,11.62636962
1980,11.54717248
1981,10.95315407
1982,10.75936515
1983,11.41689375
1984,11.70659984
1985,10.83007748
1986,11.23647135
1987,11.56757736
1988,12.79872362
1989,12.42558929
1990,11.33566529
1991,10.96997678
1992,10.44478018
1993,10.26494000
1994,10.48517543
1995,11.03862125
1996,11.62819497
1997,10.89461889
1998,11.92973212
1999,12.32738258
2000,10.80977822
2001,12.04511470
2002,10.97395232
2003,11.00956037
2004,11.35929342
2005,11.59564177
2006,11.79283891
2007,11.09012486
2008,11.68330991
2009,10.57712088
2010,11.61872122
2011,11.05006997
2012,11.11235528
2013,12.28869117
2014,11.45818933
2015,10.97989581
2016,11.90034963
2017,12.03743428
2018,11.56642407
2019,11.82535508
2020,12.04211136
2021,12.29017946
2022,11.90878180
2023,11.97554466
2024,12.10379432
