year,tas
1972,18.24318714
1973,18.57662101
1974,21.31667822
1975,19.74905513
1976,16.09308671
1977,18.69859570
1978,19.81829057
1979,18.66773578
1980,18.70946602
1981,19.93248960
1982,19.67513870
1983,18.02523405
1984,18.59206562
1985,18.70369279
1986,19.11129508
1987,18.14112344
1988,19.98652494
1989,18.68562760
1990,20.45989945
1991,19.11321949
1992,18.74710412
1993,18.04518031
1994,19.67069175
1995,19.89884709
1996,20.14573150
1997,19.41242198
1998,21.78221221
1999,20.01262136
2000,19.07029628
2001,20.34283981
2002,18.73694521
2003,18.59232836
2004,18.61444593
2005,20.22953363
2006,19.30102288
2007,18.91532594
2008,19.00523100
2009,20.10845180
2010,20.26415569
2011,20.16829057
2012,18.86473887
2013,19.10605929
2014,19.54847434
2015,19.47474861
2016,21.24550552
2017,19.74437413
2018,20.56212725
2019,20.02591886
2020,20.46981922
2021,19.77853675
2022,21.34852635
2023,19.44614251
2024,19.44044191
