year,tas
1972,8.83384827
1973,8.37291688
1974,9.08109149
1975,7.94823129
1976,7.58162085
1977,6.84895350
1978,8.03140302
1979,8.40276790
1980,7.52354634
1981,7.97038397
1982,7.19440518
1983,8.29903629
1984,8.30386684
1985,8.36801224
1986,8.48169274
1987,8.30270395
1988,8.69860937
1989,9.29443718
1990,8.33897023
1991,7.43467848
1992,7.93089444
1993,7.18347707
1994,6.91289011
1995,7.89681427
1996,8.23816110
1997,7.77787512
1998,8.80685092
1999,9.52008850
2000,8.00370746
2001,9.31369361
2002,7.64674671
2003,7.64003998
2004,8.00569642
2005,8.67996154
2006,8.15970243
2007,7.80038781
2008,7.90021545
2009,7.58228398
2010,8.58108022
2011,7.83766334
2012,7.43896836
2013,8.67876057
2014,7.58554344
2015,7.79046227
2016,8.41343130
2017,8.99933719
2018,8.45473342
2019,7.96363872
2020,8.52871420
2021,8.86994273
2022,8.55407397
2023,8.40670839
2024,8.09993193
