year,tas
1972,2.28094230
1973,2.73131818
1974,2.67024478
1975,2.85410050
1976,2.79806699
1977,3.03984224
1978,3.13489907
1979,3.42769320
1980,3.09450137
1981,2.98014467
1982,2.81516479
1983,3.11124279
1984,4.32973293
1985,3.67429573
1986,2.50236366
1987,4.32365612
1988,4.20700086
1989,3.31278760
1990,3.60090571
1991,2.99027701
1992,2.51076745
1993,4.09939782
1994,3.30522539
1995,2.53721170
1996,2.55361224
1997,3.41668462
1998,3.69898812
1999,3.69736164
2000,4.07764795
2001,3.33641327
2002,3.92183159
2003,4.04975559
2004,3.34951254
2005,4.42533945
2006,2.90469837
2007,3.15573874
2008,3.53825408
2009,3.47383777
2010,3.56301071
2011,3.95052968
2012,3.76007366
2013,4.65770443
2014,4.18503472
2015,3.39158020
2016,4.21857892
2017,3.81637251
2018,4.17030900
2019,4.22407689
2020,4.53780807
2021,4.68041486
2022,4.25172906
2023,4.05347686
2024,4.23268403
