year,tas
1972,14.49113840
1973,16.85686399
1974,18.24368885
1975,17.45949609
1976,13.44645725
1977,15.42738258
1978,17.59418787
1979,15.98445695
1980,16.12767123
1981,16.91446184
1982,17.52774951
1983,15.04221624
1984,15.53157770
1985,16.65621820
1986,17.00653131
1987,15.60353229
1988,17.08756259
1989,16.32495108
1990,18.52418787
1991,16.59298924
1992,15.25130373
1993,14.42594423
1994,17.22691781
1995,16.91776908
1996,16.59760510
1997,16.67227495
1998,19.53932485
1999,17.04196184
2000,16.13867737
2001,17.76428571
2002,14.95626223
2003,16.26094423
2004,15.45559754
2005,18.47187867
2006,16.89314090
2007,16.04112524
2008,17.06117147
2009,16.78339041
2010,17.16152153
2011,17.76801859
2012,15.28902692
2013,16.37685421
2014,16.73161937
2015,16.22826810
2016,19.24987246
2017,16.35074364
2018,18.10266634
2019,16.87351272
2020,18.38532357
2021,16.43281311
2022,17.21520059
2023,17.17627202
2024,16.99938120
