year,sfcWind
1997,4.67679187
1998,6.37560760
1999,4.20327883
2000,4.56106054
2001,4.63337163
2002,4.15064074
2003,5.25682722
2004,4.59312417
2005,4.90138754
2006,5.86856385
2007,4.60139638
2008,4.65472382
2009,4.85568714
2010,4.87712771
2011,4.87107380
2012,5.16379143
2013,4.84021211
2014,5.36425099
2015,3.87709236
2016,4.75217852
2017,6.17762262
2018,3.71850641
2019,5.03286787
2020,4.50806010
2021,4.76736191
2022,3.79932833
2023,3.70428635
2024,4.38372072
