year,sfcWind
1997,2.99674668
1998,3.51834535
1999,3.51756690
2000,3.24672886
2001,3.40679999
2002,3.98703979
2003,3.30796247
2004,3.45894038
2005,3.45595487
2006,2.83319653
2007,3.59780473
2008,2.72657901
2009,3.59989838
2010,3.00909351
2011,3.41038653
2012,2.99149068
2013,2.89298413
2014,3.17623217
2015,3.44704692
2016,3.53797137
2017,2.76659686
2018,3.23404347
2019,3.12321003
2020,2.71258236
2021,3.24034911
2022,3.07507895
2023,3.29913003
2024,2.92628761
