year,pr
1961,43.56500705
1962,56.69046501
1963,77.84715829
1964,81.48539220
1965,105.53236261
1966,101.04062940
1967,107.85171442
1968,76.52653828
1969,164.69610146
1970,88.06951620
1971,56.77101926
1972,94.45246595
1973,74.72728981
1974,58.01423203
1975,78.63085956
1976,195.40244246
1977,105.41033349
1978,135.72310944
1979,194.59793330
1980,63.70432128
1981,126.85857210
1982,141.57937999
1983,168.92714890
1984,184.86218882
1985,153.52024425
1986,71.47064349
1987,117.29192109
1988,84.66834194
1989,186.76787224
1990,133.09004227
1991,115.80342884
1992,98.15298262
1993,183.26538281
1994,48.78604979
1995,188.20544857
1996,90.83663692
1997,144.75011743
1998,84.91305777
1999,71.41756693
2000,123.08191639
2001,168.64119305
2002,102.28947863
2003,67.17158290
2004,168.36242367
2005,96.25100986
2006,146.27022076
2007,122.59769845
2008,175.08327853
2009,141.51174260
2010,212.84748708
2011,102.45556599
2012,89.84241428
2013,120.84758102
2014,88.83081259
2015,81.41789573
2016,115.74213246
2017,57.74307186
2018,116.22024425
2019,214.62780648
2020,103.24941287
2021,204.65927666
2022,76.05049319
2023,109.64664162
2024,140.90061062
