year,sfcWind
1997,3.18659901
1998,3.21989206
1999,3.04403001
2000,2.92966219
2001,2.78470032
2002,3.09729058
2003,3.07851619
2004,3.09004431
2005,2.97043702
2006,3.13439125
2007,2.98402166
2008,3.17074381
2009,3.24746421
2010,2.86303115
2011,2.86152333
2012,2.80211270
2013,2.85091569
2014,2.86140705
2015,3.00836169
2016,2.89945437
2017,2.65820338
2018,2.54641723
2019,2.46904339
2020,2.47581464
2021,2.78096923
2022,3.17172278
2023,2.59990852
2024,2.68557062
