year,sfcWind
1997,5.46548771
1998,3.70126977
1999,4.50577736
2000,3.71817598
2001,3.62163770
2002,4.28200877
2003,4.50133239
2004,4.35735713
2005,3.95975106
2006,4.84707531
2007,3.59270863
2008,4.06282292
2009,4.54694849
2010,3.24230155
2011,4.09599186
2012,3.29539377
2013,3.22256772
2014,4.59707061
2015,3.91084234
2016,3.82348364
2017,2.89966494
2018,3.21139502
2019,3.94242211
2020,3.23942853
2021,3.30663692
2022,3.54760764
2023,3.30290121
2024,3.57181149
