year,tas
1972,10.64202683
1973,12.43590066
1974,13.90933486
1975,10.17968313
1976,12.03123751
1977,10.52725236
1978,11.82480588
1979,11.09619612
1980,12.41210962
1981,13.19672424
1982,9.68549529
1983,10.58659863
1984,12.27256066
1985,13.21663289
1986,12.49354696
1987,11.27904653
1988,13.15850557
1989,11.57296603
1990,11.44698259
1991,11.45150157
1992,11.97026977
1993,10.95236512
1994,12.00858264
1995,12.71613189
1996,10.99815872
1997,10.36847559
1998,12.38882957
1999,11.83036540
2000,12.65906223
2001,12.98023694
2002,11.55886098
2003,11.96194690
2004,9.38145732
2005,14.20920211
2006,10.07119184
2007,12.83446046
2008,11.92354125
2009,11.41672566
2010,13.18422495
2011,13.44954039
2012,12.32543391
2013,12.17981587
2014,13.07485727
2015,11.47849558
2016,10.79927776
2017,14.12024408
2018,13.48255638
2019,10.90713389
2020,11.77979303
2021,13.00948758
2022,13.28474593
2023,12.97803740
2024,13.44915929
