year,pr
1961,155.08884640
1962,215.75277247
1963,234.13307839
1964,201.68591460
1965,327.61351179
1966,303.08081581
1967,260.06628426
1968,271.26379860
1969,167.74270236
1970,351.21841938
1971,180.38387508
1972,182.16539197
1973,141.67616316
1974,196.84799235
1975,242.57934990
1976,170.40172084
1977,304.66494583
1978,175.23339707
1979,299.99993627
1980,415.08763544
1981,164.30573614
1982,349.73645634
1983,354.91478649
1984,333.69177820
1985,310.95251753
1986,286.45946463
1987,316.28285532
1988,318.02186106
1989,240.22077757
1990,276.96755895
1991,416.97482473
1992,238.70401530
1993,268.69126832
1994,460.84404079
1995,188.01497769
1996,343.61434034
1997,243.09942639
1998,311.29528362
1999,179.87380497
2000,266.70178458
2001,245.24792862
2002,292.89228808
2003,240.85965583
2004,303.87476099
2005,311.42868069
2006,286.71975781
2007,203.13715743
2008,260.56258764
2009,317.49885277
2010,265.60280433
2011,448.03575526
2012,223.22434672
2013,273.26628426
2014,278.18712556
2015,193.70216699
2016,255.13945188
2017,305.28011472
2018,285.32186106
2019,245.01249203
2020,394.25838113
2021,268.64754621
2022,260.09375398
2023,173.07903123
2024,251.25748885
2025,101.29216061
