year,tas
1972,13.88451300
1973,14.19891951
1974,13.89136392
1975,14.46826652
1976,13.15975572
1977,12.78916380
1978,12.10865957
1979,13.60285781
1980,14.25470561
1981,12.77716881
1982,12.35439242
1983,14.20586439
1984,13.08068431
1985,12.91482931
1986,14.39030692
1987,14.19787034
1988,14.34405731
1989,15.02343407
1990,14.57023959
1991,13.25245850
1992,12.62024742
1993,13.77342624
1994,13.07541497
1995,13.53993893
1996,14.25379737
1997,13.82205606
1998,15.61369402
1999,15.10264641
2000,14.40063420
2001,15.75023489
2002,12.89494206
2003,13.26856405
2004,13.93168650
2005,14.38870185
2006,13.63072346
2007,13.75233323
2008,13.87910272
2009,12.65032884
2010,13.32014563
2011,14.51044472
2012,13.68836517
2013,14.37055277
2014,13.95476824
2015,14.02027091
2016,14.33717507
2017,14.82505481
2018,13.50570780
2019,14.10900407
2020,15.07488256
2021,15.06011588
2022,14.49240526
2023,14.64228782
2024,14.43689320
