year,pr
1961,73.60828553
1962,110.88661568
1963,58.81115360
1964,58.02632250
1965,107.26832377
1966,42.73753983
1967,88.03817718
1968,170.23352454
1969,88.83715743
1970,70.13977055
1971,122.57125558
1972,92.87431485
1973,109.00363289
1974,115.92135118
1975,85.50611855
1976,65.94799235
1977,96.23550032
1978,150.01797323
1979,93.16609305
1980,87.27374124
1981,94.34085405
1982,126.69426386
1983,99.71625239
1984,112.41625239
1985,44.44136393
1986,63.40305927
1987,112.19987253
1988,200.12409178
1989,88.63467177
1990,117.58718929
1991,72.05615041
1992,113.96940727
1993,100.13492670
1994,32.87297642
1995,130.99158700
1996,168.30987890
1997,84.26940727
1998,148.77157425
1999,91.14474187
2000,124.64659018
2001,75.55997451
2002,80.18922881
2003,67.36698534
2004,71.41835564
2005,57.75073295
2006,99.85787126
2007,145.07616316
2008,77.55194391
2009,66.80586361
2010,62.69063098
2011,112.58801785
2012,124.14110899
2013,152.97017208
2014,92.73001912
2015,107.23148502
2016,123.57093690
2017,35.42766093
2018,75.65908222
2019,112.08107075
2020,105.14550669
2021,71.58616953
2022,84.10050988
2023,82.38075207
2024,162.63193117
