year,sfcWind
1997,3.93964793
1998,4.04337998
1999,3.60088984
2000,3.71814125
2001,3.47899788
2002,3.75492384
2003,3.54667654
2004,3.78013702
2005,3.36162443
2006,3.50479994
2007,3.56121948
2008,3.65508711
2009,3.58716096
2010,3.46710734
2011,3.69922219
2012,3.61894194
2013,3.43912029
2014,3.79143745
2015,3.39811422
2016,3.60012916
2017,3.59814566
2018,3.63782005
2019,3.65214187
2020,3.78737223
2021,3.82360179
2022,3.96862593
2023,4.27006309
2024,3.72829334
