year,pr
1961,463.10672566
1962,496.05407080
1963,206.15690265
1964,474.03150442
1965,272.37185841
1966,171.63300885
1967,357.91743363
1968,233.25849558
1969,237.11026549
1970,477.48849558
1971,178.20451327
1972,437.50530973
1973,76.68221239
1974,576.83079646
1975,530.97345133
1976,368.84911504
1977,186.12176991
1978,401.51566372
1979,352.39097345
1980,316.47203540
1981,495.62973451
1982,321.45194690
1983,437.06787611
1984,530.45805310
1985,367.97212389
1986,369.89823009
1987,188.97451327
1988,645.54053097
1989,243.72486726
1990,412.53415929
1991,305.61548673
1992,536.46548673
1993,283.80654867
1994,483.43371681
1995,417.32849558
1996,197.59858407
1997,288.43584071
1998,634.24398230
1999,308.85663717
2000,322.97663717
2001,127.17778761
2002,204.42079646
2003,196.97548673
2004,252.89212389
2005,453.88292035
2006,357.89469027
2007,199.06292035
2008,480.89300885
2009,393.74884956
2010,194.06867257
2011,396.51752212
2012,339.38389381
2013,312.20486726
2014,292.58159292
2015,353.22159292
2016,544.61309735
2017,273.39424779
2018,468.81309735
2019,447.66353982
2020,309.50398230
2021,550.99486726
2022,486.87814159
2023,180.64451327
2024,190.27097345
