year,sfcWind
1997,4.72055044
1998,4.25075838
1999,4.00797904
2000,4.11986239
2001,3.86293649
2002,4.16407960
2003,4.18368064
2004,4.60643702
2005,3.80205855
2006,3.97489732
2007,3.61252621
2008,3.71468414
2009,3.97613813
2010,3.91274293
2011,3.32131514
2012,3.55697867
2013,3.42013132
2014,3.35384017
2015,3.60030824
2016,3.76263219
2017,3.36866075
2018,3.13046816
2019,3.79908961
2020,3.77172991
2021,3.64068738
2022,3.14581734
2023,3.68981026
2024,3.77191799
