year,sfcWind
1997,4.39747573
1998,4.12988673
1999,3.30263754
2000,3.84796117
2001,3.12082524
2002,3.96215210
2003,4.60925566
2004,4.19529126
2005,3.80449838
2006,2.99579288
2007,3.20684466
2008,3.62122977
2009,3.43244337
2010,4.60779935
2011,3.65352751
2012,4.73101942
2013,4.40512945
2014,4.15092233
2015,3.38597087
2016,3.62297735
2017,4.23305825
2018,3.69003236
2019,4.42898058
2020,4.29483819
2021,4.34645631
2022,3.68936893
2023,4.71441748
2024,4.20757282
