year,pr
1961,90.92815534
1962,217.47864078
1963,23.27524272
1964,139.97961165
1965,76.57087379
1966,42.83300971
1967,23.67572816
1968,123.85533981
1969,38.43106796
1970,161.22087379
1971,168.60825243
1972,116.29466019
1973,67.05048544
1974,82.78398058
1975,153.85582524
1976,107.88349515
1977,98.74902913
1978,56.32135922
1979,178.38203883
1980,53.90533981
1981,75.80582524
1982,131.08495146
1983,208.13543689
1984,28.75631068
1985,68.29271845
1986,114.52427184
1987,104.38592233
1988,84.89174757
1989,169.76747573
1990,117.52427184
1991,78.95776699
1992,132.48252427
1993,44.65825243
1994,155.34368932
1995,139.14514563
1996,76.36310680
1997,89.98834951
1998,105.54029126
1999,80.62135922
2000,59.55242718
2001,120.76407767
2002,84.99271845
2003,126.42621359
2004,101.35291262
2005,187.81844660
2006,152.88398058
2007,121.03398058
2008,105.53252427
2009,118.27378641
2010,34.07815534
2011,119.31601942
2012,71.88155340
2013,33.61165049
2014,110.40291262
2015,49.82330097
2016,106.67038835
2017,79.63446602
2018,74.49854369
2019,100.89174757
2020,43.54902913
2021,162.83398058
2022,126.94466019
2023,82.12378641
2024,107.14271845
