year,pr
1961,37.46990291
1962,136.38446602
1963,69.32475728
1964,109.05631068
1965,99.42281553
1966,112.98640777
1967,123.89854369
1968,126.19126214
1969,137.62524272
1970,43.62815534
1971,90.11262136
1972,70.70291262
1973,46.45291262
1974,98.04029126
1975,49.97669903
1976,107.89174757
1977,108.41893204
1978,105.51067961
1979,132.51359223
1980,88.03786408
1981,64.57378641
1982,56.69951456
1983,165.46262136
1984,188.49757282
1985,135.71699029
1986,45.85922330
1987,141.64174757
1988,148.48106796
1989,66.63058252
1990,27.78155340
1991,70.31359223
1992,98.13592233
1993,60.35582524
1994,13.31796117
1995,127.22766990
1996,210.43737864
1997,76.88203883
1998,65.41310680
1999,46.05194175
2000,90.20631068
2001,182.80825243
2002,78.90291262
2003,93.68737864
2004,155.59320388
2005,89.10631068
2006,55.57815534
2007,102.82912621
2008,124.99951456
2009,104.53398058
2010,133.20825243
2011,200.89708738
2012,85.61844660
2013,124.54514563
2014,124.74611650
2015,35.79466019
2016,34.30048544
2017,17.86844660
2018,195.16893204
2019,65.08106796
2020,21.24854369
2021,87.22038835
2022,100.60000000
2023,124.09223301
2024,70.50582524
