year,pr
1961,118.96966221
1962,86.39043977
1963,81.98986616
1964,105.98546845
1965,115.29318037
1966,106.79827916
1967,146.04359465
1968,98.39133206
1969,33.25991077
1970,68.21854685
1971,89.41841938
1972,67.99094965
1973,122.34423199
1974,42.28648821
1975,66.09260676
1976,46.26526450
1977,56.33900574
1978,88.29515615
1979,52.51657106
1980,112.91880178
1981,40.65137030
1982,137.89764181
1983,66.95793499
1984,90.63390695
1985,94.09165073
1986,85.80063735
1987,55.52804334
1988,69.18463990
1989,61.18801785
1990,62.23269598
1991,77.34270236
1992,76.42128744
1993,57.58763544
1994,159.51899299
1995,90.52912683
1996,98.42358190
1997,144.02147865
1998,27.23760357
1999,186.24295730
2000,71.42128744
2001,99.03951562
2002,75.95659656
2003,89.18374761
2004,100.24933078
2005,67.95003187
2006,153.59031230
2007,29.97603569
2008,87.02198853
2009,43.82938177
2010,36.56424474
2011,109.41752709
2012,73.24461440
2013,39.08151689
2014,124.26360739
2015,75.24792862
2016,130.17119184
2017,52.37272148
2018,171.26927980
2019,136.70044614
2020,61.02001275
2021,88.54085405
2022,102.65615041
2023,65.10114723
2024,84.00503505
