year,sfcWind
1997,4.62009132
1998,5.80791781
1999,4.88701370
2000,5.51596347
2001,4.64377169
2002,6.64478539
2003,5.85857534
2004,5.37727854
2005,4.58207306
2006,5.40756164
2007,4.78816438
2008,4.97059361
2009,4.52652055
2010,6.12802740
2011,4.12267580
2012,4.76842922
2013,5.10223744
2014,4.38105023
2015,4.92213699
2016,4.66710502
2017,4.99799087
2018,5.00131507
2019,4.80502283
2020,6.14189954
2021,5.28432877
2022,4.36610959
2023,5.52167123
2024,5.10221918
