year,sfcWind
1997,2.35010339
1998,2.46826578
1999,2.44577474
2000,2.44875931
2001,3.16542597
2002,3.36858974
2003,2.81726634
2004,2.73895782
2005,2.66642542
2006,2.35122691
2007,2.83523573
2008,2.67089192
2009,3.26953405
2010,2.88010753
2011,2.93247174
2012,2.19550593
2013,2.13488420
2014,2.37277364
2015,2.54188723
2016,2.32094706
2017,2.03326441
2018,2.07822581
2019,1.99539564
2020,1.92027157
2021,2.46650124
2022,2.08880618
2023,2.34626413
2024,2.00645851
