year,pr
1961,523.27022887
1962,509.40967714
1963,507.76862762
1964,484.97108172
1965,458.62124271
1966,399.66559916
1967,418.86887129
1968,504.03699417
1969,331.97303107
1970,583.84743712
1971,439.51890175
1972,392.22139936
1973,376.64485249
1974,499.03206858
1975,533.08295188
1976,483.19951266
1977,444.95469498
1978,510.17441476
1979,424.94492211
1980,538.03419198
1981,511.64260726
1982,368.80542163
1983,410.25847185
1984,468.33644591
1985,487.60107040
1986,499.27669480
1987,367.71810983
1988,574.16743538
1989,459.18792968
1990,521.26919328
1991,505.32440171
1992,573.69955617
1993,402.67940127
1994,563.82710817
1995,511.23507963
1996,438.52346184
1997,429.26131755
1998,595.71959795
1999,408.21841441
2000,462.18583239
2001,395.02910974
2002,533.00710121
2003,445.03366113
2004,538.65233661
2005,388.77981029
2006,462.79216778
2007,471.38528414
2008,588.23281699
2009,488.70234096
2010,480.24130189
2011,371.35298059
2012,437.24148464
2013,447.53351318
2014,445.74220694
2015,500.23585415
2016,455.57230006
2017,416.15987294
2018,415.91401967
2019,403.31894526
2020,415.60472544
2021,519.19287268
2022,653.24560961
2023,321.89137586
2024,426.67075973
