year,sfcWind
1997,2.59011810
1998,2.56368754
1999,2.33219572
2000,2.52633153
2001,2.71353675
2002,3.20606922
2003,2.62573576
2004,2.61056528
2005,2.61575966
2006,2.69865913
2007,3.09002918
2008,3.05267806
2009,2.95813115
2010,2.80449285
2011,2.59998392
2012,2.49000796
2013,2.25581549
2014,2.54958054
2015,2.61306995
2016,2.45169600
2017,2.32848122
2018,2.14406396
2019,1.93725263
2020,2.23119842
2021,2.36328371
2022,2.51505216
2023,2.36957564
2024,2.37293386
