year,pr
1961,641.53376068
1962,660.48824786
1963,727.09786325
1964,699.49038462
1965,671.17136752
1966,436.76901709
1967,672.20747863
1968,713.53311966
1969,304.79508547
1970,901.88290598
1971,696.17970085
1972,586.38354701
1973,458.08269231
1974,662.47136752
1975,802.99337607
1976,725.30683761
1977,620.21474359
1978,664.70128205
1979,564.03141026
1980,708.77970085
1981,657.13995726
1982,565.94273504
1983,627.09188034
1984,708.08867521
1985,632.59978632
1986,645.15341880
1987,455.87606838
1988,837.48119658
1989,777.29636752
1990,825.31965812
1991,633.51367521
1992,752.67628205
1993,533.78397436
1994,823.67564103
1995,653.73568376
1996,591.64380342
1997,469.29081197
1998,860.68076923
1999,547.45576923
2000,619.65833333
2001,499.83269231
2002,592.13376068
2003,579.90683761
2004,798.89444444
2005,523.01773504
2006,477.49743590
2007,543.86303419
2008,822.75726496
2009,576.78269231
2010,582.69935897
2011,473.84957265
2012,711.39807692
2013,533.06987179
2014,548.62777778
2015,658.51089744
2016,585.93525641
2017,451.33675214
2018,513.24935897
2019,490.83354701
2020,428.12692308
2021,821.92905983
2022,1074.64209402
2023,315.00320513
2024,678.90021368
