year,tas
1972,12.63619151
1973,14.43018415
1974,14.19637622
1975,13.26417190
1976,10.68526846
1977,13.07026086
1978,13.98877356
1979,12.36162137
1980,11.86331180
1981,12.99745288
1982,13.67523445
1983,11.84619412
1984,12.94101119
1985,12.90425316
1986,12.59881863
1987,12.06181826
1988,12.67744225
1989,12.85400278
1990,14.68571429
1991,12.05198033
1992,11.16771390
1993,12.03538082
1994,13.35508968
1995,14.01583128
1996,12.74903519
1997,13.29394860
1998,15.40108349
1999,15.28736912
2000,13.41281840
2001,13.17923268
2002,12.35328462
2003,12.08698784
2004,11.00010879
2005,14.66483657
2006,13.20934740
2007,13.29120459
2008,13.49300565
2009,11.48282004
2010,14.27361490
2011,12.87618820
2012,12.80202853
2013,13.94608486
2014,13.02021306
2015,12.81582787
2016,15.73325092
2017,13.02986661
2018,12.47491464
2019,13.18597605
2020,14.07092372
2021,13.63797687
2022,12.91776268
2023,14.40685377
2024,13.04775170
