year,tas
1972,11.27935693
1973,9.77450737
1974,11.56334071
1975,9.34204720
1976,9.17251327
1977,8.45357522
1978,9.56604572
1979,10.64024336
1980,7.80976844
1981,10.77796460
1982,9.15602950
1983,9.83697935
1984,10.64830973
1985,10.21860767
1986,10.31812832
1987,10.60251327
1988,10.82533038
1989,10.68985398
1990,10.51223009
1991,8.07418437
1992,10.82564749
1993,8.45880826
1994,8.76877876
1995,9.57142920
1996,8.40598673
1997,8.59841593
1998,10.81206047
1999,10.88511209
2000,8.94237168
2001,10.32338938
2002,9.53417404
2003,8.93680826
2004,10.21029351
2005,10.51162537
2006,8.95806490
2007,9.42250885
2008,9.47833038
2009,9.44740118
2010,11.69684808
2011,9.11943805
2012,8.82247640
2013,11.40462979
2014,7.92013569
2015,9.50817109
2016,9.34620796
2017,11.43605015
2018,10.07532153
2019,10.47525369
2020,10.72958555
2021,11.24160324
2022,10.88102360
2023,10.11068142
2024,10.06664454
