year,pr
1961,122.78629700
1962,82.73964308
1963,79.84397706
1964,140.90395156
1965,120.48833652
1966,88.26386233
1967,124.61497769
1968,173.47877629
1969,118.05124283
1970,80.31395793
1971,99.80803059
1972,156.56526450
1973,78.32702358
1974,57.52785214
1975,108.28349267
1976,49.18355641
1977,42.20624602
1978,91.44333971
1979,105.93702996
1980,103.60822180
1981,145.25124283
1982,84.04435946
1983,144.72587635
1984,129.57680051
1985,36.38400255
1986,91.29337157
1987,183.96233270
1988,56.69133206
1989,130.78776291
1990,65.04346718
1991,36.96966221
1992,67.25130656
1993,68.44735500
1994,110.65493945
1995,149.73639261
1996,63.15270873
1997,55.97794774
1998,134.48744423
1999,129.74429573
2000,69.13926068
2001,45.14040790
2002,72.07750159
2003,30.29643085
2004,75.83607393
2005,106.52026769
2006,68.01332059
2007,91.66341619
2008,69.14493308
2009,65.52868069
2010,78.09808795
2011,105.74040790
2012,84.54945825
2013,41.76609305
2014,55.78833652
2015,65.69655832
2016,70.75353728
2017,45.76284257
2018,92.24544296
2019,101.70305927
2020,56.76175908
2021,53.30987890
2022,17.94824729
2023,126.94015296
2024,80.84327597
