year,pr
1961,92.39145299
1962,502.60619658
1963,41.67478632
1964,253.24978632
1965,124.70769231
1966,109.90833333
1967,152.65619658
1968,452.90042735
1969,93.03354701
1970,235.64978632
1971,360.74487179
1972,309.06196581
1973,131.67136752
1974,318.28632479
1975,204.55811966
1976,235.53504274
1977,234.33290598
1978,188.01517094
1979,372.38076923
1980,210.90192308
1981,228.44871795
1982,105.50106838
1983,333.05961538
1984,224.49978632
1985,120.28525641
1986,236.55876068
1987,282.46623932
1988,486.67991453
1989,270.75384615
1990,179.58034188
1991,153.88504274
1992,217.91452991
1993,213.43696581
1994,156.34743590
1995,266.59636752
1996,305.86559829
1997,122.84935897
1998,667.32970085
1999,242.41132479
2000,313.95384615
2001,309.43333333
2002,160.02350427
2003,211.59957265
2004,244.75128205
2005,103.63547009
2006,257.54465812
2007,466.78525641
2008,209.29380342
2009,208.78846154
2010,115.97094017
2011,257.73782051
2012,290.25448718
2013,396.21303419
2014,178.01752137
2015,149.39188034
2016,217.37585470
2017,140.16559829
2018,98.51452991
2019,190.37542735
2020,241.40705128
2021,241.96068376
2022,98.22585470
2023,164.95320513
2024,325.32713675
