year,sfcWind
1997,4.06289045
1998,4.63929302
1999,3.90124810
2000,3.60918475
2001,3.99917551
2002,3.42889667
2003,3.98309504
2004,3.71743019
2005,3.84643157
2006,4.50198220
2007,3.74121430
2008,3.80447531
2009,3.82333692
2010,3.76394991
2011,3.91686678
2012,3.88631776
2013,3.76802575
2014,4.15611432
2015,3.16977157
2016,3.42705989
2017,4.48481897
2018,3.12825998
2019,3.79130034
2020,3.49380750
2021,3.56457452
2022,3.22018101
2023,3.27024151
2024,3.52570230
